timestamp_s
4750.492216000
4750.492718000
4750.493210000
4750.493704000
4750.494208000
4750.494707000
4750.495213000
4750.495720000
4750.496214000
4750.496726000
4750.497211000
4750.497707000
4750.498191000
4750.498712000
4750.499223000
4750.499733000
4750.500238000
4750.500700000
4750.501210000
4750.501820000
4750.502216000
4750.502754000
4750.503209000
4750.503720000
4750.504231000
4750.504717000
4750.505216000
4750.506041000
4750.506341000
4750.506725000
4750.507220000
4750.507721000
4750.508217000
4750.508705000
4750.509209000
4750.509835000
4750.510456000
4750.510699000
4750.511205000
4750.511710000
4750.512216000
4750.512711000
4750.513214000
4750.513716000
4750.514470000
4750.514691000
4750.515215000
4750.515718000
4750.516224000
4750.516731000
4750.517213000
4750.517739000
4750.518517000
4750.518843000
4750.519218000
4750.519705000
4750.520208000
4750.520713000
4750.521206000
4750.521707000
4750.522206000
4750.522815000
4750.523209000
4750.523705000
4750.524211000
4750.524705000
4750.525208000
4750.525709000
4750.526206000
4750.526698000
4750.527211000
4750.527683000
4750.528217000
4750.528708000
4750.529208000
4750.529709000
4750.530203000
4750.530710000
4750.531206000
4750.531716000
4750.532204000
4750.532710000
4750.533209000
4750.533713000
4750.534205000
4750.534696000
4750.535217000
4750.535708000
4750.536218000
4750.536846000
4750.537202000
4750.537746000
4750.538190000
4750.538695000
4750.539201000
4750.539697000
4750.540200000
4750.540817000
4750.541208000
4750.541710000
4750.542214000
4750.542700000
4750.543196000
4750.543837000
4750.544205000
4750.544716000
4750.545221000
4750.545712000
4750.546207000
4750.546697000
4750.547208000
4750.547710000
4750.548196000
4750.548708000
4750.549208000
4750.549717000
4750.550222000
4750.550736000
4750.551226000
4750.551782000
4750.552223000
4750.552728000
4750.553203000
4750.553710000
4750.554208000
4750.554720000
4750.555196000
4750.555705000
4750.556331000
4750.556710000
4750.557202000
4750.557707000
4750.558219000
4750.558702000
4750.559202000
4750.559706000
4750.560297000
4750.560702000
4750.561206000
4750.561706000
4750.562208000
4750.562724000
4750.563214000
4750.563693000
4750.564318000
4750.564714000
4750.565205000
4750.565718000
4750.566211000
4750.566710000
4750.567207000
4750.567708000
4750.568207000
4750.568833000
4750.569200000
4750.569692000
4750.570213000
4750.570711000
4750.571202000
4750.571715000
4750.572194000
4750.572706000
4750.573207000
4750.573714000
4750.574209000
4750.574706000
4750.575199000
4750.575698000
4750.576200000
4750.576704000
4750.577216000
4750.577702000
4750.578212000
4750.578706000
4750.579208000
4750.579697000
4750.580207000
4750.580705000
4750.581208000
4750.581711000
4750.582216000
4750.582708000
4750.583227000
4750.583715000
4750.584204000
4750.584704000
4750.585197000
4750.585711000
4750.586197000
4750.586700000
4750.587196000
4750.587720000
4750.588224000
4750.588710000
4750.589207000
4750.589701000
4750.590214000
4750.590708000
4750.591203000
4750.591684000
4750.592199000
4750.592689000
4750.593179000
4750.593680000
4750.594201000
4750.594696000
4750.595190000
4750.595694000
4750.596225000
4750.596695000
4750.597199000
4750.597685000
4750.598192000
4750.598688000
4750.599188000
4750.599691000
4750.600193000
4750.600698000
4750.601195000
4750.601701000
4750.602186000
4750.602696000
4750.603192000
4750.603707000
4750.604205000
4750.604693000
4750.605188000
4750.605689000
4750.606194000
4750.606692000
4750.607200000
4750.607691000
4750.608185000
4750.608684000
4750.609192000
4750.609698000
4750.610188000
4750.610692000
4750.611185000
4750.611688000
4750.612190000
4750.612696000
4750.613193000
4750.613685000
4750.614188000
4750.614696000
4750.615168000
4750.615689000
4750.616184000
4750.616696000
4750.617185000
4750.617689000
4750.618192000
4750.618692000
4750.619186000
4750.619684000
4750.620201000
4750.620687000
4750.621187000
4750.621695000
4750.622189000
4750.622694000
4750.623191000
4750.623691000
4750.624183000
4750.624685000
4750.625200000
4750.625687000
4750.626188000
4750.626685000
4750.627181000
4750.627691000
4750.628192000
4750.628690000
4750.629197000
4750.629684000
4750.630191000
4750.630694000
4750.631188000
4750.631688000
4750.632197000
4750.632697000
4750.633199000
4750.633692000
4750.634198000
4750.634691000
4750.635191000
4750.635680000
4750.636187000
4750.636686000
4750.637195000
4750.637699000
4750.638200000
4750.638704000
4750.639206000
4750.639707000
4750.640212000
4750.640704000
4750.641206000
4750.641697000
4750.642193000
4750.642691000
4750.643190000
4750.643689000
4750.644202000
4750.644692000
4750.645191000
4750.645690000
4750.646191000
4750.646693000
4750.647190000
4750.647693000
4750.648205000
4750.648693000
4750.649193000
4750.649698000
4750.650194000
4750.650690000
4750.651188000
4750.651690000
4750.652208000
4750.652690000
4750.653189000
4750.653692000
4750.654189000
4750.654690000
4750.655189000
4750.655687000
4750.656202000
4750.656692000
4750.657202000
4750.657692000
4750.658190000
4750.658691000
4750.659192000
4750.659689000
4750.660208000
4750.660693000
4750.661192000
4750.661695000
4750.662193000
4750.662694000
4750.663190000
4750.663693000
4750.664208000
4750.664694000
4750.665191000
4750.665694000
4750.666190000
4750.666691000
4750.667195000
4750.667694000
4750.668207000
4750.668708000
4750.669198000
4750.669696000
4750.670197000
4750.670694000
4750.671196000
4750.671694000
4750.672196000
4750.672695000
4750.673209000
4750.673696000
4750.674197000
4750.674696000
4750.675198000
4750.675697000
4750.676202000
4750.676696000
4750.677196000
4750.677696000
4750.678194000
4750.678697000
4750.679195000
4750.679694000
4750.680208000
4750.680697000
4750.681195000
4750.681698000
4750.682196000
4750.682703000
4750.683193000
4750.683695000
4750.684193000
4750.684696000
4750.685195000
4750.685691000
4750.686193000
4750.686692000
4750.687194000
4750.687706000
4750.688196000
4750.688693000
4750.689201000
4750.689695000
4750.690199000
4750.690693000
4750.691203000
4750.691689000
4750.692205000
4750.692694000
4750.693200000
4750.693704000
4750.694206000
4750.694693000
4750.695198000
4750.695704000
4750.696199000
4750.696697000
4750.697196000
4750.697705000
4750.698195000
4750.698693000
4750.699196000
4750.699696000
4750.700196000
4750.700694000
4750.701193000
4750.701704000
4750.702196000
4750.702695000
4750.703192000
4750.703692000
4750.704197000
4750.704694000
4750.705201000
4750.705697000
4750.706198000
4750.706698000
4750.707204000
4750.707694000
4750.708196000
4750.708694000
4750.709193000
4750.709695000
4750.710195000
4750.710694000
4750.711205000
4750.711704000
4750.712197000
4750.712694000
4750.713199000
4750.713703000
4750.714195000
4750.714694000
4750.715202000
4750.715695000
4750.716199000
4750.716692000
4750.717199000
4750.717691000
4750.718203000
4750.718700000
4750.719192000
4750.719694000
4750.720197000
4750.720696000
4750.721205000
4750.721704000
4750.722196000
4750.722694000
4750.723194000
4750.723695000
4750.724198000
4750.724693000
4750.725193000
4750.725702000
4750.726205000
4750.726697000
4750.727194000
4750.727698000
4750.728205000
4750.728694000
4750.729193000
4750.729700000
4750.730206000
4750.730694000
4750.731194000
4750.731702000
4750.732196000
